word,x,y,x_mod,y_mod
sector,-5.742438793,-24.62471771,-57.42438793,-246.2471771
requires,25.4497242,9.864871979,254.497242,98.64871979
deep,16.06865883,5.856379509,160.6865883,58.56379509
use,-0.857160568,-10.34486485,-8.57160568,-103.4486485
alternatives,-1.555511475,-12.28924656,-15.55511475,-122.8924656
worldwide,20.71232986,-42.31068802,207.1232986,-423.1068802
started,1.306353688,-46.83259964,13.06353688,-468.3259964
actually,25.53011894,-4.740356445,255.3011894,-47.40356445
decreased,10.01818466,-41.96750641,100.1818466,-419.6750641
thanks,-7.941695213,21.70108986,-79.41695213,217.0108986
new,-22.63246727,43.93097687,-226.3246727,439.3097687
energy,-7.4523592,-16.52178574,-74.523592,-165.2178574
technology,5.786598206,-10.41203594,57.86598206,-104.1203594
cleaner,-2.650858164,-12.48675537,-26.50858164,-124.8675537
generate,-1.912220359,-18.79414558,-19.12220359,-187.9414558
less,31.72211838,-27.40042305,317.2211838,-274.0042305
drive,1.219168782,-23.46004486,12.19168782,-234.6004486
sure,53.25663376,-14.63554192,532.5663376,-146.3554192
solutions,-1.497250676,-11.40760231,-14.97250676,-114.0760231
put,-46.3631897,-19.27780724,-463.631897,-192.7780724
widely,-11.81543541,-56.42655945,-118.1543541,-564.2655945
adopted,-9.833651543,-11.49661636,-98.33651543,-114.9661636
Scientists,0.423968822,40.49279404,4.23968822,404.9279404
agree,21.0106678,16.2196331,210.106678,162.196331
rainfall,9.737502098,-58.47784424,97.37502098,-584.7784424
powerful,46.98171997,-21.940485,469.8171997,-219.40485
example,21.51865959,19.39858055,215.1865959,193.9858055
said,25.46513748,19.57731438,254.6513748,195.7731438
ongoing,-5.709900856,-3.566569805,-57.09900856,-35.66569805
worst,11.23882198,-40.75753784,112.3882198,-407.5753784
percent,-17.20577049,-23.89551926,-172.0577049,-238.9551926
doubled,6.649847031,-27.68712234,66.49847031,-276.8712234
Medicine,-12.04049873,23.5634613,-120.4049873,235.634613
announced,-12.00274467,23.56429863,-120.0274467,235.6429863
possible,2.416245222,-0.107591234,24.16245222,-1.07591234
certain,-24.74828148,-29.18262672,-247.4828148,-291.8262672
directly,-3.95420599,23.67256546,-39.5420599,236.7256546
getting,-0.720468819,-2.570874929,-7.20468819,-25.70874929
means,-0.959028542,-1.569111466,-9.59028542,-15.69111466
tropical,17.97332954,-29.34260368,179.7332954,-293.4260368
pick,-0.659482896,-1.826460361,-6.59482896,-18.26460361
So,-6.347620964,1.879691243,-63.47620964,18.79691243
category,12.37503242,2.728575468,123.7503242,27.28575468
storm,16.08044434,-25.22018051,160.8044434,-252.2018051
fact,21.32352066,0.508089781,213.2352066,5.08089781
found,-37.45781326,-2.352806807,-374.5781326,-23.52806807
frequency,52.81461334,-9.157842636,528.1461334,-91.57842636
Atlantic,25.14111137,-28.65213013,251.4111137,-286.5213013
reach,0.685808063,-1.367616177,6.85808063,-13.67616177
Hurricane,-6.03132391,30.67200661,-60.3132391,306.7200661
Katrina,-6.013250351,30.63179779,-60.13250351,306.3179779
hurricane,48.51681137,-15.44555187,485.1681137,-154.4555187
hit,5.259845257,-34.35956192,52.59845257,-343.5956192
East,-24.92825699,31.88973236,-249.2825699,318.8973236
globe,17.00107765,-23.56285858,170.0107765,-235.6285858
tens,-32.85295105,-25.74623871,-328.5295105,-257.4623871
alarming,16.99571991,8.444642067,169.9571991,84.44642067
Antarctica,-7.723923683,-48.16266632,-77.23923683,-481.6266632
losing,-7.469466209,-47.89596939,-74.69466209,-478.9596939
metric,-13.64671707,-22.90667915,-136.4671707,-229.0667915
pace,28.44436264,-34.688797,284.4436264,-346.88797
Each,-26.61862755,-19.00513458,-266.1862755,-190.0513458
likely,26.98257256,-19.51802826,269.8257256,-195.1802826
trends,31.3488102,-6.033874512,313.488102,-60.33874512
look,-5.111466408,-1.86501348,-51.11466408,-18.6501348
forward,4.440077305,-6.134180546,44.40077305,-61.34180546
Melting,-4.547063828,-52.20999146,-45.47063828,-522.0999146
glaciers,-2.46770668,-50.31658936,-24.6770668,-503.1658936
West,1.843326926,-32.81784058,18.43326926,-328.1784058
Rising,12.05484676,-31.96753883,120.5484676,-319.6753883
Florida,2.446831465,-36.37711334,24.46831465,-363.7711334
Gulf,1.801945686,-37.5247612,18.01945686,-375.247612
Mexico,1.835889339,-37.58061981,18.35889339,-375.8061981
heavy,11.21349716,-26.72602463,112.1349716,-267.2602463
downpours,10.80713081,-26.47145271,108.0713081,-264.7145271
factors,36.56647491,-12.88248348,365.6647491,-128.8248348
damage,2.808710814,-22.57772827,28.08710814,-225.7772827
destroy,1.274896383,-22.14682388,12.74896383,-221.4682388
agriculture,1.922294617,-22.66531563,19.22294617,-226.6531563
fisheries,2.2026999,-23.64650917,22.026999,-236.4650917
habitats,1.863240242,-23.88788033,18.63240242,-238.8788033
coral,16.59372902,-30.6147995,165.9372902,-306.147995
reefs,2.843061209,-23.93817902,28.43061209,-239.3817902
plant,29.65570259,-45.19495773,296.5570259,-451.9495773
animal,29.7205162,-45.16156006,297.205162,-451.6156006
infectious,3.880784273,-30.22896576,38.80784273,-302.2896576
outbreaks,2.984339714,-31.46465492,29.84339714,-314.6465492
common,28.28539467,36.85987854,282.8539467,368.5987854
spread,1.589395881,-30.13415527,15.89395881,-301.3415527
terms,-14.56050396,23.40084076,-145.6050396,234.0084076
contributors,0.83321172,11.05859566,8.3321172,110.5859566
China,-30.72443199,-14.72760773,-307.2443199,-147.2760773
comes,20.81573868,-47.16852188,208.1573868,-471.6852188
Despite,5.774274826,13.75858402,57.74274826,137.5858402
produce,0.697712123,-8.787508011,6.97712123,-87.87508011
European,-6.952625751,24.05380058,-69.52625751,240.5380058
Union,-10.77795982,21.0807209,-107.7795982,210.807209
fourth,-5.68840313,24.00560379,-56.8840313,240.0560379
place,-29.25248146,-30.29941177,-292.5248146,-302.9941177
responsibility,1.669364333,20.82672119,16.69364333,208.2672119
matters,-16.15942192,14.13309383,-161.5942192,141.3309383
countries,-2.184908628,-9.953504562,-21.84908628,-99.53504562
matter,15.24126625,8.194148064,152.4126625,81.94148064
anything,20.81124496,-12.39162064,208.1124496,-123.9162064
together,2.572735786,3.077266455,25.72735786,30.77266455
start,41.04431915,1.775137067,410.4431915,17.75137067
using,-10.13874817,0.650285363,-101.3874817,6.50285363
instead,39.48407364,0.122734532,394.8407364,1.22734532
pledged,-5.259475708,-11.44018555,-52.59475708,-114.4018555
relative,41.79689026,13.46588612,417.9689026,134.6588612
EPA,-21.40333748,-18.22165108,-214.0333748,-182.2165108
proposed,-5.456456661,-12.96517944,-54.56456661,-129.6517944
critical,7.389481068,6.397582054,73.89481068,63.97582054
Obama,-15.06942558,-3.14340663,-150.6942558,-31.4340663
Department,-14.59391689,24.64723396,-145.9391689,246.4723396
economy,-6.913618565,-13.8993845,-69.13618565,-138.993845
standards,-5.877881527,-13.51015568,-58.77881527,-135.1015568
intended,10.06947994,-5.979716301,100.6947994,-59.79716301
working,7.191195488,-2.112195492,71.91195488,-21.12195492
car,-6.614881516,-10.23025894,-66.14881516,-102.3025894
recognize,12.70407104,0.977776408,127.0407104,9.77776408
remain,-18.65594101,-13.60579205,-186.5594101,-136.0579205
priority,1.431923389,-13.25295925,14.31923389,-132.5295925
costly,9.274464607,-15.36001682,92.74464607,-153.6001682
regional,11.88617516,-17.77879143,118.8617516,-177.7879143
efforts,2.247728825,5.250479698,22.47728825,52.50479698
helping,-5.881206989,-10.03868103,-58.81206989,-100.3868103
boost,-8.208752632,-9.189474106,-82.08752632,-91.89474106
growing,5.076296329,-56.25867462,50.76296329,-562.5867462
despite,18.70664215,-12.46726513,187.0664215,-124.6726513
wind,-10.13480854,-22.56866074,-101.3480854,-225.6866074
employment,-13.32471466,-21.01940346,-133.2471466,-210.1940346
jobs,-8.935321808,-15.82655621,-89.35321808,-158.2655621
Globally,3.585438728,-34.94395065,35.85438728,-349.4395065
Nations,-28.29951477,46.57289124,-282.9951477,465.7289124
Conference,-27.04516411,42.21721268,-270.4516411,422.1721268
Paris,-7.721947193,-6.282600403,-77.21947193,-62.82600403
agreed,0.781739414,-4.066780567,7.81739414,-40.66780567
cutting,-4.179601192,-23.82795334,-41.79601192,-238.2795334
goal,18.23049545,-1.201598644,182.3049545,-12.01598644
Celsius,-58.99488068,20.21488762,-589.9488068,202.1488762
preindustrial,-21.14859962,-13.13475323,-211.4859962,-131.3475323
degree,40.70171356,-37.0337944,407.0171356,-370.337944
catastrophic,15.65427113,1.518390298,156.5427113,15.18390298
happen,-0.888954937,-8.324612617,-8.88954937,-83.24612617
Green,-21.86457825,15.99016476,-218.6457825,159.9016476
international,1.806221008,3.939637184,18.06221008,39.39637184
organization,-18.49864578,6.44424963,-184.9864578,64.4424963
poor,3.200901031,-5.14357996,32.00901031,-51.4357996
technologies,7.661552429,-13.96505547,76.61552429,-139.6505547
agreement,-5.010298729,-7.375087738,-50.10298729,-73.75087738
meet,-5.44951725,-11.08249187,-54.4951725,-110.8249187
publicly,0.41002056,3.457584858,4.1002056,34.57584858
report,-8.329833031,3.150293112,-83.29833031,31.50293112
While,23.73324966,-13.8562088,237.3324966,-138.562088
withdrawal,-5.877139568,-7.176079273,-58.77139568,-71.76079273
harmful,10.22147369,-11.97416973,102.2147369,-119.7416973
unnecessary,-5.173522949,-7.859861851,-51.73522949,-78.59861851
policies,-5.873484612,-8.493646622,-58.73484612,-84.93646622
ahead,-10.02562809,-9.897015572,-100.2562809,-98.97015572
without,-11.14104366,-24.83934975,-111.4104366,-248.3934975
Through,-5.741254807,32.67006302,-57.41254807,326.7006302
Alliance,-28.3580265,34.86261368,-283.580265,348.6261368
Regional,-5.576419353,32.90117645,-55.76419353,329.0117645
Gas,-26.01958084,9.835140228,-260.1958084,98.35140228
business,-0.77492553,26.23499107,-7.7492553,262.3499107
Agreement,2.403852224,31.76356888,24.03852224,317.6356888
populations,-15.39945126,-27.43168449,-153.9945126,-274.3168449
renewable,-9.865697861,-19.30434227,-98.65697861,-193.0434227
better,-1.502993107,25.61918831,-15.02993107,256.1918831
former,1.269999146,47.81781387,12.69999146,478.1781387
Michael,-9.075865746,26.55133247,-90.75865746,265.5133247
movement,-9.562948227,-7.76086235,-95.62948227,-77.6086235
He,-14.80154133,19.41681099,-148.0154133,194.1681099
asked,17.09469223,23.17568016,170.9469223,231.7568016
share,-41.08149338,19.04384995,-410.8149338,190.4384995
buildings,-14.72159672,-15.12659836,-147.2159672,-151.2659836
run,43.52202225,10.43488884,435.2202225,104.3488884
show,30.74433327,-22.00274086,307.4433327,-220.0274086
greatest,2.975022793,-17.20970345,29.75022793,-172.0970345
potential,-11.60630894,-8.658416748,-116.0630894,-86.58416748
total,32.59809113,-19.55601883,325.9809113,-195.5601883
technical,10.15484619,39.66208267,101.5484619,396.6208267
funding,-2.413646221,-4.55641222,-24.13646221,-45.5641222
provided,-28.91838646,17.64816475,-289.1838646,176.4816475
problem,22.2191143,6.09766674,222.191143,60.9766674
stop,39.81049347,-14.66171265,398.1049347,-146.6171265
following,14.23155785,33.32083511,142.3155785,333.2083511
easy,19.81245041,13.62491989,198.1245041,136.2491989
steps,6.431503773,15.86282921,64.31503773,158.6282921
Make,-2.991114378,-0.924384594,-29.91114378,-9.24384594
daily,2.348545074,-10.4557848,23.48545074,-104.557848
decisions,11.55909443,1.364438176,115.5909443,13.64438176
standard,23.74716187,0.016349018,237.4716187,0.16349018
efficiency,-5.792179108,-13.62241364,-57.92179108,-136.2241364
minimum,16.79828262,-50.84557724,167.9828262,-508.4557724
requirements,25.95047379,15.65694141,259.5047379,156.5694141
highest,-7.052134514,-10.42099667,-70.52134514,-104.2099667
gas,28.10244942,-41.42585754,281.0244942,-414.2585754
lowest,-0.542142332,-45.27454376,-5.42142332,-452.7454376
taking,-29.25164223,-30.29483795,-292.5164223,-302.9483795
step,-17.79496002,0.26792708,-177.9496002,2.6792708
direction,-17.80999374,0.299693644,-178.0999374,2.99693644
needs,9.355381012,-6.177590847,93.55381012,-61.77590847
support,33.60004807,9.387342453,336.0004807,93.87342453
tell,-3.373154879,-14.33052731,-33.73154879,-143.3052731
representatives,-2.154128551,19.02879333,-21.54128551,190.2879333
dirty,-2.661665916,-12.24542618,-26.61665916,-122.4542618
vital,39.62270355,-5.468166351,396.2270355,-54.68166351
building,12.14942169,-29.13294411,121.4942169,-291.3294411
Learn,-40.79101563,25.6609745,-407.9101563,256.609745
Hurricanes,-52.63329697,20.90389824,-526.3329697,209.0389824
widespread,-5.517100334,-5.346431255,-55.17100334,-53.46431255
damaging,-4.970300674,-28.65073204,-49.70300674,-286.5073204
reason,12.85138321,14.7045145,128.5138321,147.045145
IPCC,20.70584679,24.97827911,207.0584679,249.7827911
Report,-10.55463886,45.9146347,-105.5463886,459.146347
Why,0.808584034,39.17306137,8.08584034,391.7306137
Planet,-5.912333488,46.51774597,-59.12333488,465.1774597
N,-23.39079666,21.61088943,-233.9079666,216.1088943
warns,-8.988666534,4.28015852,-89.88666534,42.8015852
dire,-9.036132813,4.243797302,-90.36132813,42.43797302
sooner,-8.736887932,4.097939014,-87.36887932,40.97939014
advice,6.096207619,20.26776886,60.96207619,202.6776886
reductions,-1.087494612,-16.96927261,-10.87494612,-169.6927261
I,-14.53953934,45.62385941,-145.3953934,456.2385941
Inaction,-1.0507797,38.65343857,-10.507797,386.5343857
senior,-1.788691759,20.79032516,-17.88691759,207.9032516
Ben,-1.361855865,20.92800331,-13.61855865,209.2800331
explains,-0.965551794,21.16130066,-9.65551794,211.6130066
cases,19.79609489,-24.0445652,197.9609489,-240.445652
advance,6.473298073,-9.105225563,64.73298073,-91.05225563
Government,-3.541726112,40.96258926,-35.41726112,409.6258926
Won,-2.426162481,39.51174545,-24.26162481,395.1174545
Will,-6.80908823,33.78886795,-68.0908823,337.8886795
activists,21.67521858,-37.74168015,216.7521858,-377.4168015
financial,5.627127171,18.98283768,56.27127171,189.8283768
Vital,-4.236763,45.31671524,-42.36763,453.1671524
Signs,-4.272685528,45.30594635,-42.72685528,453.0594635
close,22.14789009,-41.45804214,221.4789009,-414.5804214
Consensus,16.09213638,42.20869064,160.9213638,422.0869064
Questions,-4.722067356,45.1509552,-47.22067356,451.509552
FAQ,-4.446345329,45.12766266,-44.46345329,451.2766266
include,25.86190224,30.54651642,258.6190224,305.4651642
periods,-0.95862931,-58.50246429,-9.5862931,-585.0246429
duration,6.361886024,-38.8919487,63.61886024,-388.919487
intensity,6.2922225,-39.7248764,62.922225,-397.248764
Credit,-3.806869745,28.08159065,-38.06869745,280.8159065
Left,-4.17243576,28.36036491,-41.7243576,283.6036491
Shutterstock,-3.445324659,28.15309906,-34.45324659,281.5309906
environment,11.4805603,-14.90028858,114.805603,-149.0028858
Glaciers,19.05421448,-58.17455292,190.5421448,-581.7455292
earlier,34.4347496,-22.23764992,344.347496,-222.3764992
predicted,27.401371,-49.5056839,274.01371,-495.056839
occurring,-2.221809864,-52.39844131,-22.21809864,-523.9844131
loss,-7.104430676,-45.15405273,-71.04430676,-451.5405273
Taken,-7.450332642,7.795064449,-74.50332642,77.95064449
whole,-7.787839413,7.730892658,-77.87839413,77.30892658
range,-7.603400707,-36.01077271,-76.03400707,-360.1077271
evidence,31.34251785,12.54258728,313.4251785,125.4258728
indicates,-6.961843014,7.619403839,-69.61843014,76.19403839
net,-5.390830994,7.455857754,-53.90830994,74.55857754
significant,-0.6985991,-59.71353149,-6.985991,-597.1353149
high,26.27904701,-15.40259743,262.7904701,-154.0259743
confidence,32.05603027,-3.90007925,320.5603027,-39.0007925
decades,-1.275743127,-39.2210083,-12.75743127,-392.210083
largely,-3.13509202,-8.775691986,-31.3509202,-87.75691986
activities,42.62173462,-2.234414577,426.2173462,-22.34414577
forecasts,20.69011688,37.91436768,206.9011688,379.1436768
extent,-1.226221085,-44.75296402,-12.26221085,-447.5296402
individual,27.30101967,-6.960153103,273.0101967,-69.60153103
vary,27.52889824,-26.12187195,275.2889824,-261.2187195
ability,46.54088974,-20.77957916,465.4088974,-207.7957916
different,28.76449776,10.63412094,287.6449776,106.3412094
mitigate,-0.746625543,-14.51163387,-7.46625543,-145.1163387
increases,13.50902843,-20.14649582,135.0902843,-201.4649582
beneficial,10.43208027,-11.07796097,104.3208027,-110.7796097
others,42.36208725,-33.22047043,423.6208725,-332.2047043
Future,-5.64789772,27.43506813,-56.4789772,274.3506813
according,-2.909848928,22.3345108,-29.09848928,223.345108
Third,-11.25067806,43.55233383,-112.5067806,435.5233383
Fourth,-11.29683113,43.68073654,-112.9683113,436.8073654
Reports,-11.36493301,42.29372025,-113.6493301,422.9372025
Continue,-6.659554958,33.79469681,-66.59554958,337.9469681
Century,-14.06961536,-39.55953217,-140.6961536,-395.5953217
projected,12.56777096,-40.01209641,125.6777096,-400.1209641
beyond,9.74195385,-9.602181435,97.4195385,-96.02181435
magnitude,22.23614502,31.66252708,222.3614502,316.6252708
primarily,10.06855011,-9.039609909,100.6855011,-90.39609909
amount,26.87736511,16.89376068,268.7736511,168.9376068
globally,29.53004646,-32.12866211,295.3004646,-321.2866211
Earth,2.283129692,25.84667969,22.83129692,258.4667969
signs,39.43841553,-5.693935394,394.3841553,-56.93935394
An,4.855685711,47.85908127,48.55685711,478.5908127
indicator,39.31487656,-5.96564436,393.1487656,-59.6564436
measured,22.1901207,-19.99731255,221.901207,-199.9731255
satellites,39.36614609,-7.03812027,393.6614609,-70.3812027
updated,-10.5768137,-0.878999174,-105.768137,-8.78999174
GISS,35.30844879,-8.209813118,353.0844879,-82.09813118
models,47.87121964,-9.987505913,478.7121964,-99.87505913
visualizations,36.1320343,-8.244936943,361.320343,-82.44936943
precipitation,14.92476749,-38.07051468,149.2476749,-380.7051468
scenarios,36.40365601,-8.128170967,364.0365601,-81.28170967
Machine,-28.0020771,2.627055645,-280.020771,26.27055645
interactive,38.25175095,-6.3687644,382.5175095,-63.687644
visualization,37.14749908,-6.859485626,371.4749908,-68.59485626
changed,25.11296654,-1.42320013,251.1296654,-14.2320013
Rise,-43.70018005,33.5161705,-437.0018005,335.161705
Because,-15.32127094,-11.14336777,-153.2127094,-111.4336777
induced,-15.72735119,-10.7533884,-157.2735119,-107.533884
superimposed,-16.37524033,-10.812603,-163.7524033,-108.12603
naturally,-17.09607506,-10.55271626,-170.9607506,-105.5271626
varying,15.4216013,-7.943629742,154.216013,-79.43629742
Video,0.139818147,30.90673637,1.39818147,309.0673637
based,-14.19411755,0.000403825,-141.9411755,0.00403825
projections,37.51152802,-9.659870148,375.1152802,-96.59870148
free,5.009316444,18.07313156,50.09316444,180.7313156
length,13.07517147,33.22013092,130.7517147,332.2013092
frost,5.202669144,-56.85149384,52.02669144,-568.5149384
corresponding,-6.337638378,21.33842278,-63.37638378,213.3842278
grow,14.68579674,-31.62270927,146.8579674,-316.2270927
month,15.04072094,-32.11317825,150.4072094,-321.1317825
slightly,14.90243912,-19.33613014,149.0243912,-193.3613014
smaller,14.58973503,-18.17756844,145.8973503,-181.7756844
northern,12.84975338,-38.17042542,128.4975338,-381.7042542
Great,-39.07213974,35.60293961,-390.7213974,356.0293961
weeks,-14.63750648,7.081281185,-146.3750648,70.81281185
reduced,21.93323708,-40.30573654,219.3323708,-403.0573654
Visualization,-13.88635159,30.87391663,-138.8635159,308.7391663
presents,12.24420834,-10.82207108,122.4420834,-108.2207108
observational,42.71053696,20.01105309,427.1053696,200.1105309
Northern,-23.63470078,-41.20712662,-236.3470078,-412.0712662
Hemisphere,-23.63213921,-41.21481705,-236.3213921,-412.1481705
Changes,31.21928978,-24.12839127,312.1928978,-241.2839127
Precipitation,-3.833762407,25.28257751,-38.33762407,252.8257751
greater,-11.18925858,-38.43266296,-111.8925858,-384.3266296
national,0.767605007,-17.54769897,7.67605007,-175.4769897
decreases,13.40415287,-28.80422974,134.0415287,-288.0422974
winter,6.487341881,-37.11337662,64.87341881,-371.1337662
Southwest,11.99709892,-39.57660675,119.9709892,-395.7660675
Projections,19.90241051,26.99098396,199.0241051,269.9098396
suggest,-9.299854279,-5.794230461,-92.99854279,-57.94230461
decrease,11.7051239,-21.85468102,117.051239,-218.5468102
model,37.54279709,-9.712571144,375.4279709,-97.12571144
percentage,22.9857769,-31.36830711,229.857769,-313.6830711
averages,23.15019989,-31.59677124,231.5019989,-315.9677124
Missions,-19.35263634,24.12111092,-193.5263634,241.2111092
official,-14.72592926,34.63167191,-147.2592926,346.3167191
website,-47.07841492,-4.539793968,-470.7841492,-45.39793968
science,23.7915802,-3.275012493,237.915802,-32.75012493
snow,-9.009078979,-50.48519897,-90.09078979,-504.8519897
cycle,15.99741173,-47.39976883,159.9741173,-473.9976883
role,14.15888596,-13.42662907,141.5888596,-134.2662907
plays,13.64617538,-13.33375168,136.4617538,-133.3375168
Droughts,11.87938213,-39.53031158,118.7938213,-395.3031158
lasting,14.1581583,-21.78217888,141.581583,-217.8217888
everywhere,13.49108124,-23.20516014,134.9108124,-232.0516014
cold,4.672111034,-38.07664108,46.72111034,-380.7664108
Summer,11.49924946,-23.8728981,114.9924946,-238.728981
reduction,21.35917091,-28.11453819,213.5917091,-281.1453819
soil,22.37285995,-28.76087379,223.7285995,-287.6087379
three,-29.93742943,-19.49011612,-299.3742943,-194.9011612
nation,48.59616852,-21.85849762,485.9616852,-218.5849762
half,-17.0547142,13.46627903,-170.547142,134.6627903
seen,32.70424652,30.04261971,327.0424652,300.4261971
February,-20.2802124,27.78786278,-202.802124,277.8786278
Become,-48.87985611,11.01778221,-488.7985611,110.1778221
strongest,48.63359833,-19.02827644,486.3359833,-190.2827644
contributions,16.80879784,20.51905441,168.0879784,205.1905441
uncertain,39.17525101,-13.7545557,391.7525101,-137.545557
associated,6.037638187,-45.18449402,60.37638187,-451.8449402
continues,8.007857323,-32.61956024,80.07857323,-326.1956024
nine,-27.25267982,-19.47314453,-272.5267982,-194.7314453
along,12.83351326,-31.00611305,128.3351326,-310.0611305
video,-43.08665466,20.48674202,-430.8665466,204.8674202
findings,18.87377357,33.58722305,188.7377357,335.8722305
risen,17.60591125,-33.98219299,176.0591125,-339.8219299
inches,26.70081902,-33.36235428,267.0081902,-333.6235428
reliable,22.18704224,-9.422293663,221.8704224,-94.22293663
keeping,28.6486721,-37.65594864,286.486721,-376.5594864
began,1.390931129,1.165662646,13.90931129,11.65662646
added,-8.125,-53.75837326,-81.25,-537.5837326
expansion,12.17513561,4.541162968,121.7513561,45.41162968
warms,17.11063194,-42.77006531,171.1063194,-427.7006531
respond,-22.51430511,-0.399781853,-225.1430511,-3.99781853
Ocean,-47.03432465,31.66148949,-470.3432465,316.6148949
waters,16.94599915,-29.54950905,169.4599915,-295.4950905
therefore,29.19236565,-20.1455307,291.9236565,-201.455307
equal,4.175158978,-45.0148201,41.75158978,-450.148201
knowledge,44.36703873,2.258705616,443.6703873,22.58705616
Ice,-17.64822197,-43.01354218,-176.4822197,-430.1354218
essentially,-14.5947237,-30.06278038,-145.947237,-300.6278038
mid,25.00888443,-10.63285351,250.0888443,-106.3285351
Below,12.82701302,25.02541733,128.2701302,250.2541733
currently,40.37665558,10.63030815,403.7665558,106.3030815
throughout,23.48631668,-37.10027313,234.8631668,-371.0027313
affect,11.37583828,-25.73841286,113.7583828,-257.3841286
released,-16.23641205,11.56223965,-162.3641205,115.6223965
pose,10.24653721,-26.13796997,102.4653721,-261.3796997
aspects,7.858871937,-5.196308613,78.58871937,-51.96308613
increasingly,9.499682426,6.373934269,94.99682426,63.73934269
compromised,-15.84950638,-15.51492786,-158.4950638,-155.1492786
Many,6.223624229,37.79266357,62.23624229,377.9266357
beginning,31.71134949,-1.865696073,317.1134949,-18.65696073
incorporate,33.76783371,-16.52648354,337.6783371,-165.2648354
planning,10.2245388,-16.77116966,102.245388,-167.7116966
streamflow,25.93346596,-22.82227516,259.3346596,-228.2227516
competing,22.92717361,-5.57078743,229.2717361,-55.7078743
wildfire,-35.63196182,-17.87508774,-356.3196182,-178.7508774
insect,2.449909449,-31.15337181,24.49909449,-311.5337181
tree,6.224966526,-29.87516212,62.24966526,-298.7516212
availability,-20.96966743,13.3183794,-209.6966743,133.183794
Lakes,-39.07563782,35.60053253,-390.7563782,356.0053253
yields,-24.96315765,-20.59398842,-249.6315765,-205.9398842
additional,-8.451123238,-22.36425781,-84.51123238,-223.6425781
References,-20.79388237,19.86384964,-207.9388237,198.6384964
Policymakers,-0.384994596,17.15158272,-3.84994596,171.5158272
Adaptation,-1.864774346,32.50410843,-18.64774346,325.0410843
Contribution,-12.97061825,46.13450241,-129.7061825,461.3450241
Working,-12.91342163,47.14565277,-129.1342163,471.4565277
Group,-12.93416214,47.33623505,-129.3416214,473.3623505
II,12.00624752,37.1172142,120.0624752,371.172142
Cambridge,-12.06202316,33.29987717,-120.6202316,332.9987717
University,-15.90283775,27.40540886,-159.0283775,274.0540886
Press,-12.22706223,32.72060776,-122.2706223,327.2060776
UK,-11.50896168,31.36509132,-115.0896168,313.6509132
p,5.723579407,10.52655125,57.23579407,105.2655125
Physical,12.73652554,35.64243698,127.3652554,356.4243698
Basis,11.75264931,33.53656006,117.5264931,335.3656006
Fifth,-11.22760773,46.05001068,-112.2760773,460.5001068
Stocker,-21.7172718,19.68449974,-217.172718,196.8449974
T,-21.56904602,20.28514862,-215.6904602,202.8514862
F,-21.42576981,18.99223518,-214.2576981,189.9223518
D,-25.07361603,23.27779198,-250.7361603,232.7779198
G,-23.25479889,18.89977837,-232.5479889,188.9977837
K,-22.81111336,20.68289757,-228.1111336,206.8289757
M,-24.18382835,19.22976685,-241.8382835,192.2976685
J,-23.88575172,17.92213631,-238.8575172,179.2213631
V,-22.47210121,18.35141182,-224.7210121,183.5141182
P,-23.15265083,18.5050106,-231.5265083,185.050106
NY,-12.17899895,33.921772,-121.7899895,339.21772
USA,-10.13477612,28.23101997,-101.3477612,282.3101997
th,-36.6063118,-17.08243752,-366.063118,-170.8243752
Two,-2.553471088,-15.28241253,-25.53471088,-152.8241253
unusual,0.651138544,-49.1231842,6.51138544,-491.231842
event,54.1983757,0.674018145,541.983757,6.74018145
rings,6.291154385,-29.88772011,62.91154385,-298.8772011
cores,-2.528203964,-36.43333435,-25.28203964,-364.3333435
stable,4.136672497,-40.33533478,41.36672497,-403.3533478
age,17.4242115,-51.76892853,174.242115,-517.6892853
today,-14.86409187,-49.22445679,-148.6409187,-492.2445679
Out,3.63718152,31.95602036,36.3718152,319.5602036
adaptation,-0.757855177,30.94906616,-7.57855177,309.4906616
Latest,-0.289436162,31.3451004,-2.89436162,313.451004
resources,-14.81084824,2.342665195,-148.1084824,23.42665195
Watch,0.111082077,32.33135605,1.11082077,323.3135605
movements,3.444546223,26.62033463,34.44546223,266.2033463
Explore,1.525399804,27.5760498,15.25399804,275.760498
apps,1.810809851,27.79520988,18.10809851,277.9520988
reveal,5.048057556,5.211225033,50.48057556,52.11225033
flux,41.05122757,-19.29966736,410.5122757,-192.9966736
Mobile,0.836984277,29.68546104,8.36984277,296.8546104
track,0.837116063,25.96758461,8.37116063,259.6758461
slow,29.19306374,-35.16249084,291.9306374,-351.6249084
observing,37.99260712,-6.406067371,379.9260712,-64.06067371
cover,-9.017599106,-50.49711609,-90.17599106,-504.9711609
shrinking,4.767845154,-54.44153976,47.67845154,-544.4153976
See,-6.226467133,25.16811371,-62.26467133,251.6811371
Articles,-46.9174881,-3.790781975,-469.174881,-37.90781975
News,0.575453222,36.04764938,5.75453222,360.4764938
Blog,-1.61986959,32.29475403,-16.1986959,322.9475403
vs,14.93537045,31.31433296,149.3537045,313.1433296
History,-4.628818512,27.02638817,-46.28818512,270.2638817
Team,-48.64437103,9.815485001,-486.4437103,98.15485001
Laboratory,-20.54624557,30.06311417,-205.4624557,300.6311417
Institute,-20.4810009,36.00907898,-204.810009,360.0907898
